Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
,RUS ,643,Russian Federation,Russian Federation,Russian Federation1995,0,1995.75,1995.92,20-49,MW,63.4,47.5,16,,,,Including male and female sterilization and male condoms.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,The Russia Longitudinal Monitoring Survey,11
,RUS ,643,Russian Federation,Russian Federation,Russian Federation1996,0,1996.75,1996.92,20-49,MW,65.3,47.1,18.3,,,,Including male and female sterilization and male condoms.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,The Russia Longitudinal Monitoring Survey,754
,RUS ,643,Russian Federation,Russian Federation,Russian Federation2004,0,2004,2005,<50,SA,83.8,64.6,19.2,,Data pertain to women with a partner.,Figures by method do not add up to the total because some methods are used in combination.,,Including douching.,,,,,,,,,,National survey,,"Parents and Children, Men and Women in Family and Society 2004",4974
,RUS ,643,Russian Federation,Russian Federation,Russian Federation2007,0,2007,2008,<50,SA,79.5,65,14.6,,Data pertain to women with a partner.,Figures by method do not add up to the total because some methods are used in combination.,Including injectables and vaginal barrier methods.,Including douching.,,,,,,,,,,National survey,,"Parents and Children, Men and Women in Family and Society 2007",4975
,RUS ,643,Russian Federation,Russian Federation,Russian Federation2010,0,2010.5,2011.16,18-49,MW,64.9,54.4,9.6,,,Preliminary data. Figures by method do not add up to the total.,"Including male sterilization, emergency contraception, injectables, implants, patch, and vaginal barrier methods.",,,,,,,,,,,National survey,,Russia Longitudinal Monitoring Survey,6008
,RUS ,643,Russian Federation,Russian Federation,Russian Federation2011,0,2011,2012,15-44,MW,68,55,,,,Figures by method do not add up to the total.,,,,,,,,8,,,,National survey,,2011 Reproductive Health Survey,5551
developing,RWA ,646,Rwanda,Rwanda,Rwanda1983,0,1983,1984,15-50,MW,11,0.9,10.1,,Data pertain to fertile women.,,,,,Data pertain to fertile women.,,,,,,,,WFS,,Rwanda Enquête sur la Fécondité 1983,698
developing,RWA ,646,Rwanda,Rwanda,Rwanda1992,0,1992.42,1992.83,15-49,MW,21.2,12.9,8.3,,,,,,,,,,,38.2,20.2,18,,DHS,,"Enquête Démographique et de Santé, Rwanda 1992",1854
developing,RWA ,646,Rwanda,Rwanda,Rwanda1996,0,1996,1997,20-49,AL,13.7,7.1,6.6,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,Including abstinence.,,,,,,,,,,National survey,,Enquête Socio-démographique 1996,200
developing,RWA ,646,Rwanda,Rwanda,Rwanda2000,0,2000.42,2000.67,15-49,MW,13.2,5.7,7.5,,,Figures by method do not add up to the total.,"Including male sterilization, female condoms, IUD, implants and vaginal barrier methods.",,,,,,,36.4,22.8,13.5,,DHS,,Enquête Démographique et de Santé Rwanda 2000,1855
developing,RWA ,646,Rwanda,Rwanda,Rwanda2005,0,2005.08,2005.58,15-49,MW,17.4,9.7,7.7,,,,"Including male sterilization, female condoms, IUD, implants and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,38.5,23.5,14.9,,DHS,,Enquête Démographique et de Santé Rwanda 2005,1717
developing,RWA ,646,Rwanda,Rwanda,Rwanda2007,0,2007.92,2008.33,15-49,MW,36.4,27.1,9.3,,,,,Including folk methods.,,,,,Including folk methods.,,,,,DHS,,Enquête Démographique et de Santé Rwanda 2007-2008,2524
developing,RWA ,646,Rwanda,Rwanda,Rwanda2010,0,2010.67,2011.24,15-49,MW,51.6,44.5,7.1,,,,Including female condoms.,Including rhythm.,,,,,,20.8,10.7,10.1,,DHS,,Rwanda Demographic and Health Survey 2010,5066
developing,RWA ,646,Rwanda,Rwanda,Rwanda2014,0,2014.83,2015.33,15-49,MW,53.2,46.7,6.6,,,Preliminary data.,,,,,,,,18.7,,,,DHS,,Rwanda Demographic and Health Survey (2014-2015 RDHS),5796
developing,KNA,659,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis1984,0,1984,1985,15-44,MW,40.6,37,3.6,,,,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,CCPS,,Saint Kitts and Nevis 1984 Contraceptive Prevalence Survey,2748
developing,LCA ,662,Saint Lucia,Saint Lucia,Saint Lucia1981,0,1981,1982,15-44,MW,52.2,50.7,2.6,,Data pertain to women exposed to the risk of pregnancy.,Figures by method do not add up to the total.,,,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,CPS,,Saint Lucia 1981 Contraceptive Prevalence Survey,2720
developing,LCA ,662,Saint Lucia,Saint Lucia,Saint Lucia1988,0,1988,1989,15-44,MW,47.3,45.9,1.4,,,,,Including rhythm and withdrawal.,,,,,,,,,,CCPS,,Saint Lucia 1988 Contraceptive Prevalence Survey,2788
developing,LCA ,662,Saint Lucia,Saint Lucia,Saint Lucia2011,0,2011,2013,15-49,MW,55.5,52.5,3,,,,,,,,,,,17,8.2,8.8,,MICS,,Saint Lucia Multiple Indicator Cluster Survey 2012,5027
developing,VCT ,670,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines1981,0,1981,1982,15-44,MW,55.5,51.6,2.3,,Data pertain to women exposed to the risk of pregnancy.,Figures by method do not add up to the total.,,,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,CPS,,1981 Contraceptive Prevalence Survey,2721
developing,VCT ,670,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines1988,0,1988,1989,15-44,MW,58.3,55.9,2.4,,,,Including male sterilization and vaginal barrier methods.,Including abstinence and rhythm.,,,,,,,,,,CCPS,,1988 Contraceptive Prevalence Survey,2789
developing,WSM ,882,Samoa,Samoa,Samoa1998,0,1998,1999,15-49,AL,24.5,23.2,1.3,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,,,,,,,,,,,National survey,,Reproductive Health Knowledge and Services in Samoa,4976
developing,WSM ,882,Samoa,Samoa,Samoa2009,0,2009.58,2009.75,15-49,MW,28.7,26.7,2,,,,,Including folk methods.,,,,,Including folk methods.,47.7,20.6,27.2,,DHS,,Samoa Demographic and Health Survey 2009,3358
developing,WSM ,882,Samoa,Samoa,Samoa2014,0,2014.5,2014.58,15-49,MW,26.9,24.3,2.7,,,,,,,,,,,34.8,16.5,18.3,,National survey,,Samoa 2014 Demographic and Health Survey (National),6014
developing,STP ,678,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe2000,0,2000.58,2000.75,15-49,MW,29.3,28,1.3,,,Figures by method do not add up to the total.,,,,,,,,,,,,MICS2,,Enquête de Grappes à Indicateurs Multiples,1899
developing,STP ,678,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe2006,0,2006.37,2006.47,15-49,MW,30.7,28.5,2.2,,,Adjusted.,,,,,,,,,,,,MICS3,,2006 São Tomé e Príncipe Multiple Indicator Cluster Survey,20
developing,STP ,678,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe2008,0,2008.67,2009.08,15-49,MW,38.4,33.7,4.7,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,37.6,18,19.6,,DHS,,Inquérito Demográfico e Sanitário São Tomé e Príncipe,2556
developing,STP ,678,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe2014,0,2014,2015,15-49,MW,40.6,37.4,3.1,,,,,Including abstinence.,,,,,,33.7,15.6,18.1,,MICS,,"Sao Tome and Principe Multiple Indicator Cluster Survey 2014, Final Report.",5644
developing,SAU ,682,Saudi Arabia,Saudi Arabia,Saudi Arabia1996,0,1996.84,1996.08,15-49,MW,31.8,28.5,3.3,,Data pertain to nationals of the country.,,"Including male sterilization, implants and vaginal barrier methods.",Including breastfeeding.,Data pertain to nationals of the country.,,,,,,,,,GFHS,,Saudi Arabia Family Health Survey 1996,194
developing,SAU ,682,Saudi Arabia,Saudi Arabia,Saudi Arabia1999,0,1999.12,1999.12,15-49,MW,20.8,,,,Data pertain to nationals of the country.,,,,Data pertain to nationals of the country.,,,,,,,,,National survey,,Demographic Survey 1999,169
developing,SAU ,682,Saudi Arabia,Saudi Arabia,Saudi Arabia2007,0,2007.12,2012.12,15-49,MW,23.8,,,,Data pertain to nationals of the country.  Data pertain to non-pregnant women.,,,,Data pertain to nationals of the country.  Data pertain to non-pregnant women.,Data pertain to non-pregnant women.,,,,,,,,National survey,,Demographic Survey 2007,3297
developing,SEN ,686,Senegal,Senegal,Senegal1978,0,1978.31,1978.83,15-49,MW,3.9,0.6,3.3,,,,,Including abstinence.,,,,,,,,,,WFS,,Enquête Sénégalaise sur la Fécondité 1978,44
developing,SEN ,686,Senegal,Senegal,Senegal1986,0,1986.25,1986.58,15-49,MW,11.3,2.4,9,,,,,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,37.4,25.3,12.2,,DHS,,Enquête Démographique et de Santé au Sénégal 1986,1794
developing,SEN ,686,Senegal,Senegal,Senegal1992,0,1992.84,1993.66,15-49,MW,7.4,4.8,2.7,,,,Including injectables and implants.,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,28.8,21.7,7.1,,DHS,,Enquête Démographique et de Santé au Sénégal 1992-1993,1730
developing,SEN ,686,Senegal,Senegal,Senegal1997,0,1997,1997.33,15-49,MW,12.9,8.1,4.8,,,Figures by method do not add up to the total.,Including injectables and implants.,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,,,,,DHS,,Enquête Démographique et de Santé au Sénégal 1997,1795
developing,SEN ,686,Senegal,Senegal,Senegal1999,0,1999.75,2000,15-49,MW,10.5,8.2,2.3,,,,,Including folk methods.,,,,,Including folk methods.,,,,,DHS,,Enquête Sénégalaise sur les Indicateurs de Santé 1999,1867
developing,SEN ,686,Senegal,Senegal,Senegal2005,0,2005.08,2005.41,15-49,MW,11.8,10.3,1.5,,,,,Including folk methods.,,,,,Including folk methods.,32,24.3,7.7,,DHS,,Enquête Démographique et de Santé au Sénégal 2005,1705
developing,SEN ,686,Senegal,Senegal,Senegal2010,0,2010.75,2011.33,15-49,MW,13.1,12.1,1,,,,,,,,,,,30.1,22.3,7.8,,DHS,,Enquête Démographique et de Santé à Indicateurs Multiples au Sénégal (EDS-MICS) 2010-2011,5274
developing,SEN ,686,Senegal,Senegal,Senegal2012,0,2012.67,2013.49,15-49,MW,17.8,16.1,1.7,,,,,,,,,,,29.3,22,7.4,,DHS,,Senegal 2012-2013 Enquête Démographique et de Santé Continue,5490
developing,SEN ,686,Senegal,Senegal,Senegal2014,0,2014,2014.83,15-49,MW,22.2,20.4,1.9,,,,Including emergency contraception and female condoms.,,,,,,,25.1,18.9,6.2,,DHS,,Senegal 2012-2013 Enquête Démographique et de Santé Continue,5779
developing,SEN ,686,Senegal,Senegal,Senegal2015,0,2015,2015.830078,15-49,MW,23.3,21.2,2.2,,,Preliminary data.,,,,,,,,22.5,,,,DHS,,Senegal 2015 Demographic and Health Survey,5955
,SRB,688,Serbia,Serbia,Serbia1970,0,1970,1971,15-44,AL,51.7,3.7,48,,"Data pertain to all women of reproductive age, irrespective of marital status.",Data pertain to methods used during  the last two months.,,,,,,,,,,,,National survey,,1970 Yugoslavia Fertility Survey,3298
,SRB,688,Serbia,Serbia,Serbia2000,0,2000.47,2000.55,15-49,MW,58.7,33,25.8,,,Figures by method do not add up to the total.,,,,,,,,,,,,MICS2,,Multiple Indicator Cluster Survey II,2901
,SRB,688,Serbia,Serbia,Serbia2005,0,2005.75,2006.08,15-49,MW,41.2,18.9,22.3,,,,,,,,,,,,,,,MICS3,,Multiple Indicator Cluster Survey 2005,2557
,SRB,688,Serbia,Serbia,Serbia2010,0,2010.83,2011,15-49,MW,60.8,22.3,38.5,,,,,,,,,,,6.6,3.1,3.5,,MICS4,,Republic of Serbia Multiple Indicator Cluster Survey 2011,5024
,SRB,688,Serbia,Serbia,Serbia2014,0,2014.08,2014.33,15-49,MW,58.4,18.4,40,,,,,,,,,,,14.9,4.3,10.7,,MICS,,Serbia Multiple Indicator Cluster Survey and Serbia Roma Settlements Multiple Indicator Cluster Survey 2014,5578
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone1992,0,1992.25,1992.5,15+,AL,2.6,2.4,0.1,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,,,,,,,,,,,National survey,,The Demographic and Social Monitoring Survey,4549
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone2000,0,2000.25,2000.35,15-49,MW,4.3,3.9,0.4,,,,,,,,,,,,,,,MICS2,,Sierra Leone Multiple Indicator Cluster Survey 2000 ,1936
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone2005,0,2005.75,2005.91,15-49,MW,5.3,4.9,0.4,,,,,,,,,,,,,,,MICS3,,Sierra Leone Multiple Indicator Cluster Survey 2005,41
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone2008,0,2008.25,2008.5,15-49,MW,8.2,6.7,1.4,,,,,Including folk methods.,,,,,Including folk methods.,28.4,16.1,12.2,,DHS,,Sierra Leone Demographic and Health Survey 2008,4550
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone2010,0,2010.75,2011,15-49,MW,11,10,1,,,,Including male and female sterilization and vaginal barrier methods.,,,,,,,27.4,17.7,9.7,,MICS4,,Sierra Leone Multiple Indicator Cluster Survey 2010,5025
developing,SLE ,694,Sierra Leone,Sierra Leone,Sierra Leone2013,0,2013.41,2013.83,15-49,MW,16.6,15.6,1,,,,,,,,,,,25,16.7,8.3,,DHS,,Sierra Leone Demographic and Health Survey 2013,5556
developing,SGP ,702,Singapore,Singapore,Singapore1973,0,1973,1974,15-44,MW,60.1,52.8,7.3,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,First National Survey on Family Planning in Singapore 1973,4971
developing,SGP ,702,Singapore,Singapore,Singapore1977,0,1977,1978,15-44,MW,71.3,62.8,8.5,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Second National Survey on Family Planning in Singapore 1977,4972
developing,SGP ,702,Singapore,Singapore,Singapore1982,0,1982,1983,15-44,MW,74.2,58.8,15.4,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Third National Survey on Family Planning in Singapore 1982,2731
developing,SGP ,702,Singapore,Singapore,Singapore1987,0,1987,1988,15-44,MW,67,53,14,,,Adjusted.,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Singapore National Family Planning and Population Survey 1987,2776
developing,SGP ,702,Singapore,Singapore,Singapore1992,0,1992,1993,15-44,MW,65,52,13,,,Adjusted.,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Singapore National Family Planning and Population Survey 1992,2825
developing,SGP ,702,Singapore,Singapore,Singapore1997,0,1997,1998,15-44,MW,62,55,7,,,Adjusted.,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Singapore National Family Planning and Population Survey 1997,2880
,SVK ,703,Slovakia,Slovakia,Slovakia1991,0,1991,1992,15-44,SA,74,41,33,,Data pertain to sexually active women of reproductive age.,,,Including rhythm and withdrawal.,,Data pertain to sexually active women of reproductive age.,,,,,,,,National survey,,"Survey on Knowledge, Attitudes and Practice with Regard to Contraceptive Use in the Czech and Slovak Federal Republic",2816
,SVK ,703,Slovakia,Slovakia,Slovakia1997,0,1997,1998,15-44,SA,79.8,65.6,14.2,,Data pertain to women exposed to the risk of pregnancy.,,,,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,National survey,,Reproductive Practices of Slovak Women,4977
,SVN ,705,Slovenia,Slovenia,Slovenia1970,0,1970,1971,15-44,AL,70.6,14.2,56.4,,"Data pertain to all women of reproductive age, irrespective of marital status.",Data pertain to methods used during  the last two months.,,,,,,,,,,,,National survey,,1970 Yugoslavia Fertility Survey,3305
,SVN ,705,Slovenia,Slovenia,Slovenia1994,0,1994.92,1996,15-44,MW,78.9,63.2,15.7,,,Adjusted.,,,,,,,,9.2,,9.2,,FFS,,1994 Slovenian Family and Fertility Survey,2845
developing,SLB ,90,Solomon Islands,Solomon Islands,Solomon Islands2006,0,2006.77,2007.33,15-49,MW,34.6,27.4,7.2,,,,,Including folk methods.,,,,,Including folk methods.,11.1,6.9,4.2,,National survey,,Solomon Islands Demographic and Health Survey 2006-2007,2953
developing,SOM ,706,Somalia,Somalia,Somalia1999,0,1999,2000,15-49,MW,7.9,7.8,0.2,,,,,,,,,,,,,,,MICS2,,Multiple Indicator Cluster Survey,1897
developing,SOM ,706,Somalia,Somalia,Somalia2006,0,2006.58,2006.75,15-49,MW,14.6,14,0.6,,,,,,,,,,,,,,,MICS3,,Malawi Multiple Indicator Cluster Survey 2006,141
developing,ZAF ,710,South Africa,South Africa,South Africa1987,0,1987,1990,<50,MW,49.7,48.4,1.2,,,,,Including abstinence.,,,,,,,,,,National survey,,South African Demographic and Health Survey 1987-1989,2790
developing,ZAF ,710,South Africa,South Africa,South Africa1998,0,1998,1998.75,15-49,MW,56.3,55.1,1.2,,,,,Including folk methods.,,,,,Including folk methods.,16.5,5.7,10.8,,DHS,,South Africa Demographic and Health Survey 1998,1721
developing,ZAF ,710,South Africa,South Africa,South Africa2003,0,2003.75,2004.67,15-49,MW,59.9,59.8,0,,,,,,,,,,,13.8,4.7,9.1,,DHS,,South Africa Demographic and Health Survey 2003,1720
developing,SSD,728,South Sudan,South Sudan,South Sudan2006,0,2006,2007,15-49,MW,3.5,3.3,0.2,,,Estimate.,,,,,,,,,,,,National survey,,The Sudan Household Health Survey (SHHS) - 2006,5240
developing,SSD,728,South Sudan,South Sudan,South Sudan2010,0,2010.24,2010.49,15-49,MW,4,1.7,2.3,,,,,,,,,,,26.3,19.1,7.2,,MICS3,,South Sudan Household Survey 2010,5560
,ESP ,724,Spain,Spain,Spain1977,0,1977.83,1978,18-49,MW,47.1,18.6,25.8,,,Figures by method do not add up to the total.,,Including abstinence.,,,,,,,,,,National survey,,Encuesta de Fecundidad de 1977,4970
,ESP ,724,Spain,Spain,Spain1985,0,1985,1986,18-49,MW,59.4,38,21.5,,,,,Including abstinence.,,,,,,,,,,National survey,,Encuesta de Fecundidad de 1985,2756
,ESP ,724,Spain,Spain,Spain1994,0,1994.83,1995.91,20-49,MW,81.1,67.4,13.6,,Data pertain to women who were sexually active during the month prior to the interview.,Including some cases of sterilization for non-contraceptive reasons.,,Including abstinence.,,Data pertain to women who were sexually active during the month prior to the interview.,,+,,11.8,6.3,5.4,,FFS,,Encuesta de Fecundidad y Familia,2860
,ESP ,724,Spain,Spain,Spain1999,0,1999,2000,15-49,MW,71.7,66,5.7,,,,,,,,,,,,,,,National survey,,Encuesta de Fecundidad de 1999,2890
,ESP ,724,Spain,Spain,Spain2006,0,2006,2007,15-49,MW,65.7,62.3,3.5,,,,,,,,,,,,,,,National survey,,Encuesta de Fecundidad y Valores 2006,3309
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1975,0,1975,1976,15-49,MW,34.4,20.2,14.2,Excluding the Northern and Eastern Province.,,,,Including abstinence.,Excluding the Northern and Eastern Province.,,,,,,,,,WFS,,The Sri Lanka Fertility Survey 1975,174
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1977,0,1977,1978,15-49,MW,48.6,26.9,21.7,,,,,,,,,,,,,,,National survey,,Family Health Impact Survey 1977,5173
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1981,0,1981,1983,15-49,MW,47.7,33.7,14,Excluding the Northern and Eastern Province.,,,,Including abstinence.,Excluding the Northern and Eastern Province.,,,,,,,,,National survey,,Family Health Impact Survey 1981-1982,5174
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1982,0,1982,1983,15-49,MW,57.8,31.9,26,Excluding the Northern and Eastern Province.,,,Including injectables and vaginal barrier methods.,Including abstinence.,Excluding the Northern and Eastern Province.,,,,,,,,,CPS,,Sri Lanka Contraceptive Prevalence Survey 1982 ,2732
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1987,0,1987,1987.24,15-49,MW,61.7,40.6,21.1,Excluding the Northern and Eastern Province.,,,Including injectables and vaginal barrier methods.,Including abstinence.,Excluding the Northern and Eastern Province.,,,,,12.3,7.2,5.1,,DHS,,Sri Lanka Demographic and Health Survey 1987,1718
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka1993,0,1993,1994,15-49,MW,66.1,43.7,22.4,Excluding the Northern and Eastern Province.,,,,Including abstinence.,Excluding the Northern and Eastern Province.,,,,,,,,,National survey,,Sri Lanka Demographic and Health Survey 1993,2833
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka2000,0,2000.33,2000.67,15-49,MW,70,49.6,20.4,,,,,Including abstinence.,,,,,,18.2,6.2,12,,National survey,,Sri Lanka Demographic and Health Survey 2000,2902
developing,LKA ,144,Sri Lanka,Sri Lanka,Sri Lanka2006,0,2006.67,2007.83,15-49,MW,68.4,52.5,16,Excluding the Northern Province.,,,,Including folk methods.,Excluding the Northern Province.,,,,Including folk methods.,7.3,3.5,3.8,,DHS,,Sri Lanka Demographic and Health Survey 2006-2007,4553
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine1996,0,1996,1997,15-49,MW,45.2,30.7,14.5,,,,,,,,,,,,,,,National survey,,Palestinian Health Survey 1996,2867
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine2000,0,2000,2001,15-49,MW,51.4,36.7,14.8,,,,,Including breastfeeding.,,,,,,,,,,National survey,,Palestinian Health Survey 2000,813
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine2004,0,2004.38,2004.52,15-49,MW,50.6,37.3,13.3,,,,,Including breastfeeding.,,,,,,,,,,National survey,,Palestinian Demographic and Health Survey 2004,807
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine2006,0,2006.83,2007.05,15-49,MW,50.2,38.9,11.3,,,,"Including male and female sterilization, male and female condoms, emergency contraception, injectables, implants and vaginal barrier methods.","Including breastfeeding, rhythm and withdrawal.",,,,,,,,,,PAPFAM,,Palestinian Family Health Survey 2006,823
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine2010,0,2010.33,2010.75,15-49,MW,52.5,44.2,8.3,,,,,,,,,,,15.6,10.4,5.3,,MICS,,Palestinian Family Survey 2010,5019
developing,PSE ,275,State of Palestine,State of Palestine,State of Palestine2014,0,2013.83,2014.33,15-49,MW,57.2,44.1,13.1,,,Figures by method do not add up to the total.,,,,,,,,10.9,6.3,4.6,,MICS,,Palestinian Multiple Indicator Cluster Survey 2014,5563
developing,SDN,729,Sudan,Sudan,Sudan1978,0,1978,1980,15-50,MW,4.6,3.9,0.7,Data pertain to pre-secession Northern Sudan.,,Figures by method do not add up to the total.,,,Data pertain to pre-secession Northern Sudan.,,,,,,,,,WFS,,Sudan Fertility Survey 1979,5212
developing,SDN,729,Sudan,Sudan,Sudan1989,0,1989.83,1990.41,15-49,MW,8.7,5.6,3.1,Data pertain to pre-secession Northern Sudan.,,,,,Data pertain to pre-secession Northern Sudan.,,,,,28.9,15.5,13.4,,DHS,,Sudan Demographic and Health Survey 1989-1990,5219
developing,SDN,729,Sudan,Sudan,Sudan1992,0,1992,1994,15-49,MW,9.9,6.9,3,Data pertain to pre-secession Northern Sudan.,,,"Including male and female sterilization, injectables, male condoms and vaginal barrier methods.","Including breastfeeding, rhythm and withdrawal.",Data pertain to pre-secession Northern Sudan.,,,,,26,,,,PAPCHILD,,Sudan Maternal and Child Health Survey 1992-1993,5220
developing,SDN,729,Sudan,Sudan,Sudan1999,0,1999.33,1999.41,15-49,MW,7,5.4,2,Data pertain to pre-secession Northern Sudan.,,Figures by method do not add up to the total.,,,Data pertain to pre-secession Northern Sudan.,,,,,,,,,National survey,,Sudan National Safe Motherhood Survey 1999,5215
developing,SDN,729,Sudan,Sudan,Sudan2006,0,2006,2007,15-49,MW,9.452180394,9,0.4,Data pertain to pre-secession Northern Sudan.,,Estimate.,,,Data pertain to pre-secession Northern Sudan.,,,,,,,,,National survey,,The Sudan Household Health Survey (SHHS) - 2006,5223
developing,SDN,729,Sudan,Sudan,Sudan2010,0,2010.5,2010.91,15-49,MW,9,,,"Data pertain to pre-secession Sudan, including data for South Sudan.",,,,,"Data pertain to pre-secession Sudan, including data for South Sudan.",,,,,28.9,18.4,10.5,,MICS,,The Sudan Household Health Survey Second Round (SHHS2) - 2010,5355
developing,SDN,729,Sudan,Sudan,Sudan2014,0,2014.69,2014.85,15-49,MW,12.2,11.7,0.5,,,,,,,,,,,26.6,19.1,7.5,,MICS,,Sudan 2014 Multiple Indicator Cluster Survey,5593
developing,SUR ,740,Suriname,Suriname,Suriname1992,0,1992,1993,15-44,AL,48,46.6,1.4,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,,,,,,,,,,,National survey,,1992 Contraceptive Prevalence Survey,2826
developing,SUR ,740,Suriname,Suriname,Suriname1999,0,1999.83,2000.33,15-49,MW,42.1,40.7,1.4,,,,,,,,,,,,,,,MICS2,,Suriname Multiple Indicator Cluster Survey,1945
developing,SUR ,740,Suriname,Suriname,Suriname2006,0,2006.25,2006.41,15-49,MW,45.6,45,0.6,,,,,,,,,,,,,,,MICS3,,Suriname Multiple Indicator Cluster Survey,1919
developing,SUR ,740,Suriname,Suriname,Suriname2010,0,2010.52,2010.55,15-49,MW,47.6,47.2,0.4,,,,Figures on other modern and other traditional methods are combined.,,,,,,,16.9,7.7,9.1,,MICS,,Suriname 2010 Multiple Indicator Cluster Survey,5030
developing,SWZ ,748,Swaziland,Swaziland,Swaziland1988,0,1988.75,1989.01,15-49,MW,19.8,17.1,2.8,,Including single women who have borne a child.,,,,,,,,,,,,,RHS,,Swaziland Family Health Survey,2791
developing,SWZ ,748,Swaziland,Swaziland,Swaziland2000,0,2000.5,2000.75,15-49,MW,27.7,26.1,1.6,,,,,,,,,,,,,,,MICS2,,Swaziland Multiple Indicator Cluster Survey 2000,1931
developing,SWZ ,748,Swaziland,Swaziland,Swaziland2002,0,2002,2003,15-49,AL,40.1,38.6,1.5,,"Data pertain to all women of reproductive age, irrespective of marital status.",,Including male sterilization and implants.,,,,,,,,,,,National survey,,Swaziland 2002 Community Health Survey,2926
developing,SWZ ,748,Swaziland,Swaziland,Swaziland2006,0,2006.5,2007.16,15-49,MW,50.6,47.7,2.9,,,,,Including folk methods.,,,,,Including folk methods.,24.7,6.7,18.1,,DHS,,Swaziland Demographic and Health Survey 2006-2007,1695
developing,SWZ ,748,Swaziland,Swaziland,Swaziland2010,0,2010.61,2010.9,15-49,MW,65.2,63.1,2,,,,,,,,,,,13,5.5,7.5,,MICS4,,Swaziland Multiple Indicator Cluster Survey 2010,5031
developing,SWZ ,748,Swaziland,Swaziland,Swaziland2014,0,2014.53,2014.79,15-49,MW,66.1,65.5,0.6,,,,,,,,,,,15.2,,,,MICS5,,Swaziland Multiple Indicator Cluster Survey 2014,5584
,SWE ,752,Sweden,Sweden,Sweden1981,0,1981,1982,20-44,SA,78,72,6,,Data pertain to sexually active women of reproductive age.,,"Including male and female sterilization, male condoms, injectables, implants and vaginal barrier methods.","Including abstinence, rhythm and withdrawal.",,Data pertain to sexually active women of reproductive age.,,,,,,,,National survey,,Fertility Survey in Sweden 1981,2722
,SWE ,752,Sweden,Sweden,Sweden1996,0,1996,1997,18-44,SA,75.2,64.8,10.4,,Data pertain to women who have ever had sex.,Data pertain to methods used at last sex.,Including male and female sterilization.,,,,,,,,,,,National survey,,National Survey on Sexual Behavior in Sweden (Sex i Sverige) 1996,2868
